platform,search_keyword,product_id,product_name,brand,price,mrp,unit,inventory,merchant_id,rating
Blinkit,milk,481042,Nandini Goodlife Masala Salted Buttermilk,Nandini Goodlife,15,15,180 ml,5,45631,"{'type': 'bar', 'bar': {'value': 4.53000020980835, 'size': 'medium', 'title': {'text': '1,087', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,288399,So Good Vanilla Almond Beverage,So Good,67,67,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.059999942779541, 'size': 'medium', 'title': {'text': '1,902', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,548060,Smoodh Chocolate Hazelnut Flavoured Milk (Pet Bottle),Smoodh,19,20,150 ml,7,45631,"{'type': 'bar', 'bar': {'value': 4.630000114440918, 'size': 'medium', 'title': {'text': '12,222', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,482314,"Urban Platter Unsweetened Almond Beverage (Lactose-Free, Plant-Based / Vegan / Milk Alternative)",Urban Platter,238,250,1 ltr,3,45631,"{'type': 'bar', 'bar': {'value': 4.230000019073486, 'size': 'medium', 'title': {'text': '1,745', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,352432,Amul Premium Spiced Salted Buttermilk,Amul,20,20,200 ml,20,45631,"{'type': 'bar', 'bar': {'value': 4.510000228881836, 'size': 'medium', 'title': {'text': '6,722', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,16727,Cavin's Strawberry Milkshake,Cavin's,38,40,180 ml,11,45631,"{'type': 'bar', 'bar': {'value': 4.630000114440918, 'size': 'medium', 'title': {'text': '4,950', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,69633,Amul Kool Badam Milkshake,Amul Kool,40,40,200 ml,7,45631,"{'type': 'bar', 'bar': {'value': 4.579999923706055, 'size': 'medium', 'title': {'text': '15,356', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,627797,Cavin's Rabdi Milkshake,Cavin's,54,60,170 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.510000228881836, 'size': 'medium', 'title': {'text': '672', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,627818,Cavin's Belgian Chocolate Milkshake,Cavin's,38,40,170 ml,5,45631,"{'type': 'bar', 'bar': {'value': 4.480000019073486, 'size': 'medium', 'title': {'text': '1,288', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,445424,So Good Natural Unsweetened Soy Beverage,So Good,129,135,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.25, 'size': 'medium', 'title': {'text': '3,656', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,647653,Health on Plants Smoked Tofu,Health on Plants,185,185,200 g,2,45631,"{'type': 'bar', 'bar': {'value': 4.360000133514404, 'size': 'medium', 'title': {'text': '27', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,10492,Amul Mithai Mate Condensed Milk,Amul Mithai Mate,130,130,400 g,6,45631,"{'type': 'bar', 'bar': {'value': 4.75, 'size': 'medium', 'title': {'text': '9,374', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,753992,Amul Sweetened Condensed Milk Classic,Amul,80,80,210 g,5,45631,"{'type': 'bar', 'bar': {'value': 4.679999828338623, 'size': 'medium', 'title': {'text': '1,381', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,10708,Sofit Chocolate Soy Beverage,Sofit,37,40,180 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.550000190734863, 'size': 'medium', 'title': {'text': '3,199', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,484729,Only Earth Unsweetened Plant Based Oat Beverage,Only Earth,264,299,1 ltr,3,45631,"{'type': 'bar', 'bar': {'value': 4.289999961853027, 'size': 'medium', 'title': {'text': '1,129', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,184,Sofit Chocolate Flavoured Soy Beverage,Sofit,145,155,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.369999885559082, 'size': 'medium', 'title': {'text': '3,645', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,183,"Sofit Natural Soy Beverage (Sugar Free, Vegan)",Sofit,145,155,1 ltr,4,45631,"{'type': 'bar', 'bar': {'value': 4.380000114440918, 'size': 'medium', 'title': {'text': '5,630', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,381957,Cavin's Masala Chaas / Salted Buttermilk,Cavin's,20,20,180 ml,12,45631,"{'type': 'bar', 'bar': {'value': 4.28000020980835, 'size': 'medium', 'title': {'text': '6,565', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,66330,Maggi Creamy Coconut Milk Powder,Maggi,149,149,100 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.809999942779541, 'size': 'medium', 'title': {'text': '437', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,548061,Smoodh Toffee Caramel Flavoured Milk (Pet Bottle),Smoodh,19,20,150 ml,6,45631,"{'type': 'bar', 'bar': {'value': 4.650000095367432, 'size': 'medium', 'title': {'text': '7,071', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,3456,Sofit Vanilla Soy Beverage,Sofit,34,37,180 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.570000171661377, 'size': 'medium', 'title': {'text': '1,506', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,480079,Alt Co Oat Beverage Drink,Alt Co,240,266,1 ltr,4,45631,"{'type': 'bar', 'bar': {'value': 3.940000057220459, 'size': 'medium', 'title': {'text': '1,499', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,304578,Amul Kool Classic Latte Flavoured Milk,Amul Kool,40,40,200 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.570000171661377, 'size': 'medium', 'title': {'text': '12,315', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,516690,So Good Unsweetened Plant Based Oat Beverage,So Good,235,267,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.159999847412109, 'size': 'medium', 'title': {'text': '2,538', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,481636,Amul Kool Royal Elaichi Flavoured Milk,Amul,29,30,180 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.489999771118164, 'size': 'medium', 'title': {'text': '260', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,627801,Cavin's Badam Milkshake,Cavin's,54,60,170 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.539999961853027, 'size': 'medium', 'title': {'text': '472', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,382244,Hershey's Chocolate Flavour Milkshake - Pack of 2,Hershey's,71,80,2 x 180 ml,8,45631,"{'type': 'bar', 'bar': {'value': 4.300000190734863, 'size': 'medium', 'title': {'text': '10,667', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,19503,Amul Kool Koko Chocolate Flavoured Milk,Amul Kool,35,35,200 ml,5,45631,"{'type': 'bar', 'bar': {'value': 4.539999961853027, 'size': 'medium', 'title': {'text': '12,450', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,402721,Amul Kool Rose Flavoured Milk,Amul Kool,30,30,180 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.610000133514404, 'size': 'medium', 'title': {'text': '9,916', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,483816,Nestle Milo RTD Malt Drink with Millets - Pack of 2,Nestle Milo,81,90,2 x 180 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.46999979019165, 'size': 'medium', 'title': {'text': '3,697', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,107775,Amul Kool Mango Milkshake,Amul Kool,30,30,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.429999828338623, 'size': 'medium', 'title': {'text': '5,238', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,481035,Nandini Goodlife Pista Flavoured Milk,Nandini Goodlife,25,25,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.639999866485596, 'size': 'medium', 'title': {'text': '448', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,519484,Sofit Almond Beverage,Sofit,199,299,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.090000152587891, 'size': 'medium', 'title': {'text': '1,210', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,3454,Sofit Kesar Pista Soy Beverage,Sofit,145,155,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.380000114440918, 'size': 'medium', 'title': {'text': '1,570', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,136945,Amulspray Baby Milk Powder,Amulspray,255,255,500 g,2,45631,"{'type': 'bar', 'bar': {'value': 4.789999961853027, 'size': 'medium', 'title': {'text': '6,570', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,481218,Britannia Winkin Cow Badam Thick Milkshake,Britannia Winkin Cow,28,35,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.480000019073486, 'size': 'medium', 'title': {'text': '162', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,398855,Amul Kool Cafe Hazelnut Flavoured Milk,Amul Kool Cafe,30,30,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.389999866485596, 'size': 'medium', 'title': {'text': '4,235', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,405020,Britannia Winkin Cow Vanilla Thick Milkshake - Pack of 2,Britannia,64,80,2 x 180 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.650000095367432, 'size': 'medium', 'title': {'text': '5,684', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,481034,Nandini Goodlife Strawberry Flavoured Milk,Nandini Goodlife,25,25,180 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.75, 'size': 'medium', 'title': {'text': '333', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,10710,Sofit Vanilla Flavoured Soy Beverage,Sofit,145,155,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.400000095367432, 'size': 'medium', 'title': {'text': '4,199', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,608504,137 Degrees Almond Milk Drink,137 Degrees,475,475,1 ltr,3,45631,"{'type': 'bar', 'bar': {'value': 4.5, 'size': 'medium', 'title': {'text': '223', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,518459,Ensure Adult Milk Drink,Ensure,641,745,375 g,2,45631,"{'type': 'bar', 'bar': {'value': 4.730000019073486, 'size': 'medium', 'title': {'text': '2,923', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,714552,Fidelo Almond Drink (Unsweetened),Fidelo,239,355,1 ltr,1,45631,"{'type': 'bar', 'bar': {'value': 3.4700000286102295, 'size': 'medium', 'title': {'text': '32', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,486145,Only Earth Unsweetened Coconut Drink,Only Earth,264,299,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.210000038146973, 'size': 'medium', 'title': {'text': '431', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,625049,Britannia Winkin Cow Bourbon Milkshake,Britannia Winkin Cow,33,40,185 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.619999885559082, 'size': 'medium', 'title': {'text': '59', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,16725,Cavin's Kaju Butterscotch Milkshake,Cavin's,38,40,170 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.460000038146973, 'size': 'medium', 'title': {'text': '2,565', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,776844,Epigamia Almond Beverage (Unsweetened),Epigamia,51,75,200 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.119999885559082, 'size': 'medium', 'title': {'text': '127', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,401256,Britannia Winkin Cow Strawberry Thick Milkshake,Britannia,33,40,185 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.659999847412109, 'size': 'medium', 'title': {'text': '6,275', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,178310,Amul Pure Milk Cheese Block,Amul,245,245,400 g,1,45631,"{'type': 'bar', 'bar': {'value': 4.599999904632568, 'size': 'medium', 'title': {'text': '730', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,122389,Sofit Natural Soy Beverage,Sofit,37,40,180 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.409999847412109, 'size': 'medium', 'title': {'text': '4,272', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,722653,Yoga Bar Unsweetened Oat Beverage,Yoga Bar,237,275,1 ltr,2,45631,"{'type': 'bar', 'bar': {'value': 4.190000057220459, 'size': 'medium', 'title': {'text': '153', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,398856,Amul Kool Cafe Cinnamon Flavoured Milk,Amul Kool Cafe,30,30,200 ml,3,45631,"{'type': 'bar', 'bar': {'value': 4.380000114440918, 'size': 'medium', 'title': {'text': '1,469', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,26904,Amul Kool Strawberry Flavoured Milk,Amul Kool,30,30,200 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.550000190734863, 'size': 'medium', 'title': {'text': '5,773', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,405021,Britannia Winkin Cow Chocolate Thick Milkshake - Pack of 2,Britannia,64,80,2 x 185 ml,1,45631,"{'type': 'bar', 'bar': {'value': 4.639999866485596, 'size': 'medium', 'title': {'text': '10,510', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,627806,Cavin's Badam Flavoured Milk,Cavin's,28,30,170 ml,2,45631,"{'type': 'bar', 'bar': {'value': 4.46999979019165, 'size': 'medium', 'title': {'text': '1,278', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
Blinkit,milk,729347,So Good High Protein Almond Beverage,So Good,246,300,1 ltr,1,45631,"{'type': 'bar', 'bar': {'value': 4.21999979019165, 'size': 'medium', 'title': {'text': '182', 'color': {'type': 'grey', 'tint': '050'}, 'font': {'size': '100', 'weight': 'medium'}, 'is_markdown': 1}, 'border_color': {'type': 'yellow', 'tint': '400'}, 'star_color': {'type': 'yellow', 'tint': '400'}, 'star_unfilled_color': {'type': 'white', 'tint': '900'}}}"
